Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
mlws_type;Type;Type;same;;;;;;;;;;;;;;;;;;;
mlws_type_radar;Radar;Radar;same;;;;;;;;;;;;;;;;;;;
mlws_type_ir;Optic;Optic;same;;;;;;;;;;;;;;;;;;;
mlws_range_max;Range;Range;same;;;;;;;;;;;;;;;;;;;
mlws_range_finder;Range-finder;Range-finder;same;;;;;;;;;;;;;;;;;;;
avionics_sight_turret;Turret;Turret;same;;;;;;;;;;;;;;;;;;;
avionics_sight_cannon;Cannons;Cannons;same;;;;;;;;;;;;;;;;;;;
avionics_sight_rocket;Rockets;Rockets;same;;;;;;;;;;;;;;;;;;;
avionics_sight_bomb;Bombs;Bombs;same;;;;;;;;;;;;;;;;;;;
avionics_sight_vision/tv;TV;TV;same;;;;;;;;;;;;;;;;;;;
avionics_sight_vision/lltv;LLTV;LLTV;same;;;;;;;;;;;;;;;;;;;
avionics_sight_vision/flir;FLIR;FLIR;same;;;;;;;;;;;;;;;;;;;
avionics_sensor_radar;Radar;Radar;same;;;;;;;;;;;;;;;;;;;
avionics_sensor_irst;IRST;IRST;same;;;;;;;;;;;;;;;;;;;
avionics_sensor_tv;TV;TV;same;;;;;;;;;;;;;;;;;;;
avionics_sensor_radar_irst;Radar/IRST;Radar/IRST;same;;;;;;;;;;;;;;;;;;;
avionics_sensor_rwr;RWR;RWR;same;;;;;;;;;;;;;;;;;;;
avionics_sensor_lws;LWR;LWR;same;;;;;;;;;;;;;;;;;;;
avionics_sensor_mlws;MAW;MAW;same;;;;;;;;;;;;;;;;;;;
avionics_aim_spi;SPI;SPI;same;;;;;;;;;;;;;;;;;;;
avionics_hmd;HMS;HMS;same;;;;;;;;;;;;;;;;;;;
avionics_aim_laser_designator;LDR;LDR;same;;;;;;;;;;;;;;;;;;;
avionics_countermeasure_ircm;IRCM;IRCM;same;;;;;;;;;;;;;;;;;;;
avionics_auto_cm;Auto C/M;Auto C/M;same;;;;;;;;;;;;;;;;;;;
avionics_auto_cm_by_rwr;RWR;RWR;same;;;;;;;;;;;;;;;;;;;
avionics_auto_cm_by_mlws;MAW;MAW;same;;;;;;;;;;;;;;;;;;;
avionics_auto_cm_sensors;Sensors;Sensors;same;;;;;;;;;;;;;;;;;;;
avionics_auto_cm_programs;Programs;Programs;same;;;;;;;;;;;;;;;;;;;
CCIP;CCIP;CCIP;same;;;;;;;;;;;;;;;;;;;
sight_AUTO;EEGS;EEGS;same;;;;;;;;;;;;;;;;;;;
CCRP;CCRP;CCRP;same;;;;;;;;;;;;;;;;;;;
fuelTank/neutralGasSystem;with inert gas pressurization system;with neutral gas pressurization system;nice;;;;;;;;;;;;;;;;;;;
fuelTank/fillingPolyurethane;Filling - Polyurethane;Filling - Polyurethane;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/klimov;Klimov;Klimov;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/cummins;Cummins;Cummins;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/navistar;Navistar;Navistar;same;;;;;;;;;;;;;;;;;;;
engine_model/maxxforce_13;MaxxForce 13;MaxxForce 13;same;;;;;;;;;;;;;;;;;;;
engine_model/vk_105p;VK-105P;VK-105P;same;;;;;;;;;;;;;;;;;;;
engine_model/vk_105pf;VK-105PF;VK-105PF;same;;;;;;;;;;;;;;;;;;;
engine_model/vk_105r;VK-105R;VK-105R;same;;;;;;;;;;;;;;;;;;;
engine_model/vk_107a;M-107A;M-107A;same;;;;;;;;;;;;;;;;;;;
engine_model/gtd_1000tf;GTD-1000TF;GTD-1000TF;same;;;;;;;;;;;;;;;;;;;
engine_model/isbe_285;ISBe 285;ISBe 285;same;;;;;;;;;;;;;;;;;;;
engine_model/gtd_1250;GTD-1250;GTD-1250;same;;;;;;;;;;;;;;;;;;;
engine_model/6td1;6TD-1;6TD-1;same;;;;;;;;;;;;;;;;;;;
engine_model/udt_23t;UTD-23;UTD-23;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/shvetsov;Shvetsov;Shvetsov;same;;;;;;;;;;;;;;;;;;;
engine_model/s12u;S12U;S12U;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/pzl_wola;PZL-Wola;PZL-Wola;same;;;;;;;;;;;;;;;;;;;
engine_model/M-82;M-82;M-82;same;;;;;;;;;;;;;;;;;;;
engine_model/M-82-f;M-82F;M-82F;same;;;;;;;;;;;;;;;;;;;
engine_model/M-82-fn;M-82FN;M-82FN;same;;;;;;;;;;;;;;;;;;;
engine_model/rd-10;RD-10;RD-10;same;;;;;;;;;;;;;;;;;;;
engine_model/rd-500;RD-500;RD-500;same;;;;;;;;;;;;;;;;;;;
engine_model/rd-20;RD-20A-2;RD-20A-2;same;;;;;;;;;;;;;;;;;;;
engine_model/rd-45f;RD-45F;RD-45F;same;;;;;;;;;;;;;;;;;;;
engine_model/vk-1;VK-1;VK-1;same;;;;;;;;;;;;;;;;;;;
engine_model/tv3_117v;TV3-117V;TV3-117V;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/hpz;HPZ;HPZ;same;;;;;;;;;;;;;;;;;;;
engine_model/d12;D12;D12;same;;;;;;;;;;;;;;;;;;;
engine_model/d13;D13;D13;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/volvo;Volvo;Volvo;same;;;;;;;;;;;;;;;;;;;
engine_model/v_2_is;V-2-IS;V-2-IS;same;;;;;;;;;;;;;;;;;;;
engine_model/5tdf;5TDF;5TDF;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/chtz;ChTZ;ChTZ;same;;;;;;;;;;;;;;;;;;;
engine_model/mt_881_ka_500;MT 881 Ka-500;MT 881 Ka-500;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/general_motors;General Motors;General Motors;same;;;;;;;;;;;;;;;;;;;
engine_model/td_12;TD-12;TD-12;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/iveco;IVECO;IVECO;same;;;;;;;;;;;;;;;;;;;
engine_model/12150L;12150L;12150L;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/CNGC;CNGC;CNGC;same;;;;;;;;;;;;;;;;;;;
engine_model/v_44;V-44;V-44;same;;;;;;;;;;;;;;;;;;;
engine_model/v_54;V-54;V-54;same;;;;;;;;;;;;;;;;;;;
engine_model/v_55v;V-55V;V-55V;same;;;;;;;;;;;;;;;;;;;
engine_model/v_46_2s1;V-46-2s1;V-46-2s1;same;;;;;;;;;;;;;;;;;;;
engine_model/v_46_5m;V-46-5M;V-46-5M;same;;;;;;;;;;;;;;;;;;;
engine_model/v_46_6;V-46-6;V-46-6;same;;;;;;;;;;;;;;;;;;;
engine_model/v_84_1;V-84-1;V-84-1;same;;;;;;;;;;;;;;;;;;;
engine_model/v_84_amc;V-84АМС;V-84АМС;same;;;;;;;;;;;;;;;;;;;
engine_model/v_84_DT;V-84DT;V-84DT;same;;;;;;;;;;;;;;;;;;;
engine_model/v_92s2;V-92S2;V-92S2;same;;;;;;;;;;;;;;;;;;;
engine_model/6v_53t;6V53T;6V53T;same;;;;;;;;;;;;;;;;;;;
engine_model/v_92s2f;V-92S2F;V-92S2F;same;;;;;;;;;;;;;;;;;;;
engine_model/8v_150;8V150;8V150;same;;;;;;;;;;;;;;;;;;;
engine_model/j60_no1_mk100b;J60 No.1 Mk.100B;Jaguar J.60 No1 Mk100B;nice;;;;;;;;;;;;;;;;;;;
engine_model/8va_34twk;8VA 34WTK;8VA 34WTK;same;;;;;;;;;;;;;;;;;;;
engine_model/iveco_8262_6v;8262 6V;8262 6V;same;;;;;;;;;;;;;;;;;;;
engine_model/2v_06_2;2V-06-2;2V-06-2;same;;;;;;;;;;;;;;;;;;;
engine_model/2v_06_2s;2V-06-2S;2V-06-2S;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/yamz;YaMZ;YaMZ;same;;;;;;;;;;;;;;;;;;;
engine_model/238v;238V;238V;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/transmash;Transmash;Transmash;same;;;;;;;;;;;;;;;;;;;
engine_model/utd_29;UTD-29;UTD-29;same;;;;;;;;;;;;;;;;;;;
engine_model/wp_13;WP-13.550/605;WP13.550/605;trim;;;;;;;;;;;;;;;;;;;
engine_model/utd_20;UTD-20;UTD-20;same;;;;;;;;;;;;;;;;;;;
engine_model/zis_16;ZiS-16;ZiS-16;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/utmz;UTMZ;UTMZ;same;;;;;;;;;;;;;;;;;;;
engine_model/2dg_8m;2DG-8M;2DG-8M;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/kamaz;KamAZ;KamAZ;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/man;MAN;MAN;same;;;;;;;;;;;;;;;;;;;
engine_model/740_632_400;740.632-400;740.632-400;same;;;;;;;;;;;;;;;;;;;
engine_model/d2066;D2066;D2066;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/lycoming_engines;Lycoming Engines;Lycoming Engines;same;;;;;;;;;;;;;;;;;;;
engine_model/t53_l_11;T53-L-11;T53-L-11;same;;;;;;;;;;;;;;;;;;;
engine_model/t53_l_703;T53-L-703;T53-L-703;same;;;;;;;;;;;;;;;;;;;
engine_model/m-11d;M-11D;M-11D;same;;;;;;;;;;;;;;;;;;;
engine_model/m-25a;M-25A;M-25A;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/gnome-rhone;Gnome-Rhone;Gnome-Rhone;same;;;;;;;;;;;;;;;;;;;
engine_model/m-22;M-22;M-22;same;;;;;;;;;;;;;;;;;;;
engine_model/m-25v;M-25V;M-25V;same;;;;;;;;;;;;;;;;;;;
engine_model/m-62;M-62;M-62;same;;;;;;;;;;;;;;;;;;;
engine_model/m-63;M-63;M-63;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/mikulin;Mikulin;Mikulin;same;;;;;;;;;;;;;;;;;;;
engine_model/am-35;AM-35A;AM-35A;same;;;;;;;;;;;;;;;;;;;
engine_model/m-71;M-71;M-71;same;;;;;;;;;;;;;;;;;;;
engine_model/m-88;M-88;M-88;same;;;;;;;;;;;;;;;;;;;
engine_model/am-38;AM-38;AM-38;same;;;;;;;;;;;;;;;;;;;
engine_model/am-38f;AM-38F;AM-38F;same;;;;;;;;;;;;;;;;;;;
engine_model/am-42;AM-42;AM-42;same;;;;;;;;;;;;;;;;;;;
engine_model/am-71f;M-71F;M-71F;same;;;;;;;;;;;;;;;;;;;
engine_model/m-100;M-100;M-100;same;;;;;;;;;;;;;;;;;;;
engine_model/m-100a;M-100A;M-100A;same;;;;;;;;;;;;;;;;;;;
engine_model/m-103a;M-103A;M-103A;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/hispano-suiza;Hispano-Suiza;Hispano-Suiza;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/charomskiy;Charomskiy;Charomskiy;same;;;;;;;;;;;;;;;;;;;
engine_model/ach-30;ACh-30B;ACh-30;trim;;;;;;;;;;;;;;;;;;;
engine_model/ash-73tk;ASh-73TK;ASh-73TK;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/nakajima;Nakajima;Nakajima;same;;;;;;;;;;;;;;;;;;;
engine_model/kotobuki_41;Kotobuki 41;Kotobuki 41;same;;;;;;;;;;;;;;;;;;;
engine_model/sakae_12;Sakae 12;Sakae 12;same;;;;;;;;;;;;;;;;;;;
engine_model/sakae_21;Sakae 21;Sakae 21;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/mitsubishi;Mitsubishi;Mitsubishi;same;;;;;;;;;;;;;;;;;;;
engine_model/ha_32_mod_23;Kasei 23;Ha-32 Mod 23;nice;;;;;;;;;;;;;;;;;;;
engine_model/ha_43_11;Ha-43-11;Ha-43-11;same;;;;;;;;;;;;;;;;;;;
engine_model/homare_21;Homare 21;Homare 21;same;;;;;;;;;;;;;;;;;;;
engine_model/homare_23;Homare 23;Homare 23;same;;;;;;;;;;;;;;;;;;;
engine_model/kasei_26;Kasei 26;Kasei 26;same;;;;;;;;;;;;;;;;;;;
engine_model/ne_20;Ne-20;Ne-20;same;;;;;;;;;;;;;;;;;;;
engine_model/ha_43_32;Ha-43-32;Ha-43-32;same;;;;;;;;;;;;;;;;;;;
engine_model/ha_104;Ha-42-11;Ha-104;trim;;;;;;;;;;;;;;;;;;;
engine_model/10zg32wt;10ZG32WT;10ZG32WT;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/general_electric;General Electric;General Electric;same;;;;;;;;;;;;;;;;;;;
engine_model/j47_ge_27;J47-GE-27;J47-GE-27;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/kawasaki;Kawasaki;Kawasaki;same;;;;;;;;;;;;;;;;;;;
engine_model/ha9_IIa;Ha9-IIA;Ha-9-2A;nice;;;;;;;;;;;;;;;;;;;
engine_model/type_99;Type 99;Type 99;same;;;;;;;;;;;;;;;;;;;
engine_model/ha_115;Sakae 21;Ha-115;trim;;;;;;;;;;;;;;;;;;;
engine_model/ha_34_mod_01;Ha41;Ha-41;nice;;;;;;;;;;;;;;;;;;;
engine_model/ha_109;Ha109;Ha-109;nice;;;;;;;;;;;;;;;;;;;
engine_model/ha_40;Ha40;Ha-40;nice;;;;;;;;;;;;;;;;;;;
engine_model/ha_140;Ha140;Ha-140;nice;;;;;;;;;;;;;;;;;;;
engine_model/ha_112_2;Ha112-II;Ha-112-2;nice;;;;;;;;;;;;;;;;;;;
engine_model/ha_112;Ha112;Ha-112;nice;;;;;;;;;;;;;;;;;;;
engine_manufacturer/toko;Toko;Toko;same;;;;;;;;;;;;;;;;;;;
engine_model/ro_2;Ro.2;Ro.2;same;;;;;;;;;;;;;;;;;;;
engine_model/ha_102;Zuisei 21;Ha-102;trim;;;;;;;;;;;;;;;;;;;
engine_model/ha_211_ru;Ha-43-11 Ru;Ha-211 Ru;trim;;;;;;;;;;;;;;;;;;;
engine_model/zuisei_13;Zuisei 13;Zuisey 13;nice;;;;;;;;;;;;;;;;;;;
engine_model/zuisei_11;Zuisei 11;Zuisey 11;nice;;;;;;;;;;;;;;;;;;;
engine_model/kinsei_44;Kinsei 44;Kinsei 44;same;;;;;;;;;;;;;;;;;;;
engine_model/sakae_11;Sakae 11;Sakae 11;same;;;;;;;;;;;;;;;;;;;
engine_model/homare_12;Homare 12;Homare 12;same;;;;;;;;;;;;;;;;;;;
engine_model/ne_330;Ne-330;Ne-330;same;;;;;;;;;;;;;;;;;;;
engine_model/ha_5;Ha5;Ha-5;nice;;;;;;;;;;;;;;;;;;;
engine_model/kinsei_43;Kinsei 43;Kinsei 43;same;;;;;;;;;;;;;;;;;;;
engine_model/kasei_22;Kasei 22;Kasei 22;same;;;;;;;;;;;;;;;;;;;
engine_model/kasei_15;Kasei 15;Kasei 15;same;;;;;;;;;;;;;;;;;;;
engine_model/ha_41;Ha41;Ha-41;nice;;;;;;;;;;;;;;;;;;;
engine_model/mamoru_12;Mamoru 12;Mamoru 12;same;;;;;;;;;;;;;;;;;;;
engine_model/nk9k_l;Homare 24;NK9K-L;trim;;;;;;;;;;;;;;;;;;;
engine_model/nk9h;Homare 21;NK9H;trim;;;;;;;;;;;;;;;;;;;
engine_model/ha_219ru;Ha-44-12;Ha-219 Ru;nice;;;;;;;;;;;;;;;;;;;
engine_model/ha_32;Kasei 13;Ha-32;trim;;;;;;;;;;;;;;;;;;;
engine_model/jumo210c;Jumo 210C;Jumo 210С;nice;;;;;;;;;;;;;;;;;;;
engine_manufacturer/p&w;Pratt & Whitney;Pratt & Whitney;same;;;;;;;;;;;;;;;;;;;
engine_model/r1340-27;R-1340-27;R-1340-27;same;;;;;;;;;;;;;;;;;;;
engine_model/r1340-33;R-1340-33;R-1340-33;same;;;;;;;;;;;;;;;;;;;
engine_model/r1830-17;R-1830-17;R-1830-17;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/allison;Allison;Allison;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-29;V-1710-29;V-1710-29;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-35;V-1710-35;V-1710-35;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-75;V-1710-75;V-1710-75;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-91;V-1710-91;V-1710-91;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-113;V-1710-113;V-1710-113;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-27;V-1710-27;V-1710-27;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-51;V-1710-51;V-1710-51;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-89;V-1710-89;V-1710-89;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-111;V-1710-111;V-1710-111;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-95;V-1710-95;V-1710-95;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-39;V-1710-39;V-1710-39;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-85;V-1710-85;V-1710-85;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-63;R-2800-63;R-2800-63;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-65;R-2800-65;R-2800-65;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-93;V-1710-93;V-1710-93;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-117;V-1710-117;V-1710-117;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-87;V-1710-87;V-1710-87;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-81;V-1710-81;V-1710-81;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-73;R-2800-73;R-2800-73;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-75;R-2800-75;R-2800-75;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-57c;R-2800-57C;R-2800-57C;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/packard;Packard;Packard;same;;;;;;;;;;;;;;;;;;;
engine_model/1650-7;V-1650-7;V-1650-7;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-145;V-1710-145;V-1710-145;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-143;V-1710-143;V-1710-143;same;;;;;;;;;;;;;;;;;;;
engine_model/j33-a-17;J33-A-17;J33-A-17;same;;;;;;;;;;;;;;;;;;;
engine_model/j33-a-35;J33-A-35;J33-A-35;same;;;;;;;;;;;;;;;;;;;
engine_model/j35-a-15;J35-A-15;J35-A-15;same;;;;;;;;;;;;;;;;;;;
engine_model/j35-a-29;J35-A-29;J35-A-29;same;;;;;;;;;;;;;;;;;;;
engine_model/j47_ge_13;J47-GE-13;J47-GE-13;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/wright;Wright;Wright;same;;;;;;;;;;;;;;;;;;;
engine_model/r-1820_04;R-1820-04;Cyclone R-1820-04;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-1820g2;R-1820-G2;Cyclone R-1820G2;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-22;R-1820-22;Cyclone R-1820-22;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-33;R-1820-33;Cyclone R-1820-33;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-34;R-1820-34;Cyclone R-1820-34;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-40;R-1820-40;Cyclone R-1820-40;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-62;R-1820-62;Cyclone R-1820-62;nice;;;;;;;;;;;;;;;;;;;
engine_model/r1830-86;R-1830-86;R-1830-86;same;;;;;;;;;;;;;;;;;;;
engine_model/r1830-94;R-1830-94;R-1830-94;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-10;R-2800-10;R-2800-10;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-8w;R-2800-8W;R-2800-8W;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-22w;R-2800-22W;R-2800-22W;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-34w;R-2800-34W;R-2800-34W;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/westinghouse;Westinghouse;Westinghouse;same;;;;;;;;;;;;;;;;;;;
engine_model/j34-we-34;J34-WE-34;J34-WE-34;same;;;;;;;;;;;;;;;;;;;
engine_model/j42-p-8;J42-P-8;J42-P-8;same;;;;;;;;;;;;;;;;;;;
engine_model/j42-p-5;J42-P-5;J42-P-5;same;;;;;;;;;;;;;;;;;;;
engine_model/j42-p-8a;J42-P-8A;J42-P-8A;same;;;;;;;;;;;;;;;;;;;
engine_model/r985-48;R-985-48;R-985-48;same;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-52;R-1820-52;Cyclone R-1820-52;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-2600-23;R-2600-23;R-2600-23;same;;;;;;;;;;;;;;;;;;;
engine_model/r-2600-20;R-2600-20;R-2600-20;same;;;;;;;;;;;;;;;;;;;
engine_model/r-2600-8;R-2600-8;R-2600-8;same;;;;;;;;;;;;;;;;;;;
engine_model/r-2600-29;R-2600-29;R-2600-29;same;;;;;;;;;;;;;;;;;;;
engine_model/r-3350;R-3350-26W;R-3350;trim;;;;;;;;;;;;;;;;;;;
engine_model/r-3350-26wd;R-3350-26WD;R-3350-26WD;same;;;;;;;;;;;;;;;;;;;
engine_model/r-3350-26w;R-3350-26W;R-3350-26W;same;;;;;;;;;;;;;;;;;;;
engine_model/r-3350-26wa;R-3350-26WA;R-3350-26WA;same;;;;;;;;;;;;;;;;;;;
engine_model/r1830-92;R-1830-92;R1830-92;trim;;;;;;;;;;;;;;;;;;;
engine_model/r1830-64;R-1830-64;R1830-64;trim;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-53;R-1820-53;Cyclone R-1820-53;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-65;R-1820-65;R-1820-65;same;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-97;R-1820-97;R-1820-97;same;;;;;;;;;;;;;;;;;;;
engine_model/r1830-65;R-1830-65;R1830-65;trim;;;;;;;;;;;;;;;;;;;
engine_model/r-3350-57;R-3350-57;R-3350-57;same;;;;;;;;;;;;;;;;;;;
engine_model/j65-w-5;J65-W-5;J65-W-5;same;;;;;;;;;;;;;;;;;;;
engine_model/j65-w-16a;J65-W-16A;J65-W-16A;same;;;;;;;;;;;;;;;;;;;
engine_model/r-3350-14;R-3350-14;R-3350-14;same;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-67;R-1820-67;R-1820-67;same;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-69;R-1820-69;R-1820-69;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-27;R-2800-27;R-2800-27;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/rolls-royce;Rolls-Royce;Rolls-Royce;same;;;;;;;;;;;;;;;;;;;
engine_model/kestrel;Kestrel;Kestrel;same;;;;;;;;;;;;;;;;;;;
engine_model/merlin-3;Merlin III;Merlin-III;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-20;Merlin XX;Merlin-XX;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-24;Merlin 24;Merlin-24;nice;;;;;;;;;;;;;;;;;;;
engine_model/eagle_viii;Eagle VIII;Eagle VIII;same;;;;;;;;;;;;;;;;;;;
engine_model/iii_a;IIIa;IIIa;same;;;;;;;;;;;;;;;;;;;
engine_model/bd;Bd;Bd;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/napier;Napier;Napier;same;;;;;;;;;;;;;;;;;;;
engine_model/sabre-2a;Sabre IIA;Sabre 2a;trim;;;;;;;;;;;;;;;;;;;
engine_model/sabre-2;Sabre II;Sabre 2;trim;;;;;;;;;;;;;;;;;;;
engine_manufacturer/bristol;Bristol;Bristol;same;;;;;;;;;;;;;;;;;;;
engine_model/centaurus-5;Centaurus V;Centaurus V;same;;;;;;;;;;;;;;;;;;;
engine_model/orpheus_mk_801;Orpheus Mk.801;Orpheus MK.801;nice;;;;;;;;;;;;;;;;;;;
engine_model/orpheus_mk_803;Orpheus Mk.803;Orpheus MK.803;nice;;;;;;;;;;;;;;;;;;;
engine_manufacturer/de-haviland;de Havilland;de Havilland;same;;;;;;;;;;;;;;;;;;;
engine_model/goblin-2;Goblin II;Goblin II;same;;;;;;;;;;;;;;;;;;;
engine_model/goblin-3;Goblin 3;Goblin 3;same;;;;;;;;;;;;;;;;;;;
engine_model/ghost_103;Ghost 103;Ghost-103;nice;;;;;;;;;;;;;;;;;;;
engine_model/avon_113;Avon Mk.113;Avon Mk.113;same;;;;;;;;;;;;;;;;;;;
engine_model/mercury-ix;Mercury IX;Mercury-IX;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-12;Merlin XII;Merlin-XII;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-45;Merlin 45;Merlin-45;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-45m;Merlin 45M;Merlin-45M;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-61;Merlin 61;Merlin-61;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-66;Merlin 66;Merlin-66;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-68a;Merlin 68A;Merlin-68A;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-266;Merlin 266;Merlin-266;nice;;;;;;;;;;;;;;;;;;;
engine_model/griffon-65;Griffon 65;Griffon-65;nice;;;;;;;;;;;;;;;;;;;
engine_model/griffon-61;Griffon 61;Griffon-61;nice;;;;;;;;;;;;;;;;;;;
engine_model/derwent-8;Derwent 8;Derwent 8;same;;;;;;;;;;;;;;;;;;;
engine_model/derwent-2;Derwent 2;Derwent 2;same;;;;;;;;;;;;;;;;;;;
engine_model/derwent-5;Derwent 5;Derwent 5;same;;;;;;;;;;;;;;;;;;;
engine_model/derwent;Derwent;Derwent;same;;;;;;;;;;;;;;;;;;;
engine_model/griffon-2;Griffon IIB;Griffon-2;trim;;;;;;;;;;;;;;;;;;;
engine_model/griffon-74;Griffon 74;Griffon-74;nice;;;;;;;;;;;;;;;;;;;
engine_model/centaurus-9;Centaurus IX;Centaurus IX;same;;;;;;;;;;;;;;;;;;;
engine_model/griffon-6;Griffon VI;Griffon-VI;nice;;;;;;;;;;;;;;;;;;;
engine_model/griffon-88;Griffon 88;Griffon-88;nice;;;;;;;;;;;;;;;;;;;
engine_model/centaurus-18;Centaurus XVIII;Centaurus XVIII;same;;;;;;;;;;;;;;;;;;;
engine_model/nene-3;Nene 3;Nene-3;nice;;;;;;;;;;;;;;;;;;;
engine_model/viper-535;Viper Mk.535;Viper Mk.535;same;;;;;;;;;;;;;;;;;;;
engine_model/mercury-xv;Mercury XV;Mercury-XV;nice;;;;;;;;;;;;;;;;;;;
engine_model/s3c4-g;R-1830-S3C4-G;S3C4-G;trim;;;;;;;;;;;;;;;;;;;
engine_model/hercules-vi;Hercules VI;Hercules VI;same;;;;;;;;;;;;;;;;;;;
engine_model/hercules-III;Hercules III;Hercules III;same;;;;;;;;;;;;;;;;;;;
engine_model/hercules-xvii;Hercules XVII;Hercules XVII;same;;;;;;;;;;;;;;;;;;;
engine_model/merlin-25;Merlin 25;Merlin-25;nice;;;;;;;;;;;;;;;;;;;
engine_model/centaurus-57;Centaurus 57;Centaurus 57;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_iii_m3;Pegasus III M3;Pegasus III M3;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_xviii;Pegasus XVIII;Pegasus XVIII;same;;;;;;;;;;;;;;;;;;;
engine_model/hercules_xi;Hercules XI;Hercules XI;same;;;;;;;;;;;;;;;;;;;
