Column1;Column2;Column3;Column4;Column5;Column6;Column7
controls/payload_blocks_bay_door;Payload blocks the bay door;Payload blocks the bay door;nice;;;
TXT_GROUND_BLOCKS_FLAPS;"Some bitch forgot to remove ""remove before flight"" tags from flaps";Flaps blocked on the ground;trim;;;
TXT_GROUND_BLOCKS_GEAR;Gear blocked on the ground;Gear blocked on the ground;nice;;;
TXT_GROUND_BLOCKS_CHUTE;Chute blocked on the ground;Chute blocked on the ground;nice;;;
HUD/TXT_GROUND_BLOCKS_VTOL;Thrust vector blocked on the ground;Thrust vector blocked on the ground;nice;;;
controls/groundBlocksAirbrake;Airbrake blocked on the ground;Airbrake blocked on the ground;nice;;;
controls/ground_blocks_bay_door;Bay door blocked on the ground;Bay door blocked on the ground;nice;;;
TXT_MECH_BLOCKS_FLAPS;Flaps blocked by Gaijoob;Flaps blocked by other mechanization;nice;;;
TXT_MECH_BLOCKS_GEAR;Gear blocked by Gaijoob;Gear blocked by other mechanization;nice;;;
TXT_MECH_BLOCKS_CHUTE;Chute blocked by Gaijoob;Chute blocked by other mechanization;nice;;;
HUD/TXT_MECH_BLOCKS_VTOL;Thrust vector blocked by Gaijoob;Thrust vector blocked by other mechanization;nice;;;
controls/mechBlocksAirbrake;Airbrake blocked by Gaijoob;Airbrake blocked by other mechanization;nice;;;
controls/mech_blocks_bay_door;Bay door blocked by Gaijoob;Bay door blocked by other mechanization;nice;;;
hotkeys/ID_CHANGE_CREW;Toggling between the Driver's and the Gunner's station;Toggling between the Driver's and the Gunner's station;nice;;;
hotkeys/ID_REPLAY_TRACK_ADD_KEYFRAME;Add keyframe;Add keyframe;nice;;;
hotkeys/ID_REPLAY_TRACK_REMOVE_KEYFRAME;Remove last keyframe;Remove last keyframe;nice;;;
hotkeys/ID_REPLAY_TRACK_PLAY_STOP;Enable/disable flying camera on a path;Enable/disable flying camera on a path;nice;;;
hotkeys/ID_REPLAY_TRACK_CLEAR_ALL;Remove all keyframes;Remove all keyframes;nice;;;
controls/no_engines_are_selected;No engine selected;No engine selected;nice;;;
controls/help/streaks_how_to_get_it;For destroying enemy vehicles in battles against other players, you receive points, which may be used to fly out in an attacker or a bomber.;For destroying enemy vehicles in battles against other players, you receive points, which may be used to fly out in an attacker or a bomber.;nice;;;
controls/help/streaks_how_to_use_it;In order to fly out, use the button assigned for this action (the button is indicated above the aircraft icon). Start will take place after a short countdown, during which other players will be able to join you.;In order to fly out, use the button assigned for this action (the button is indicated above the aircraft icon). Start will take place after a short countdown, during which other players will be able to join you.;nice;;;
controls/help/streaks_why_is_it_unavailable;Only one bomber or attacker can be in the air at the same time, therefore, flyout in a bomber or attacker may be unavailable even if you have accumulated enough points for it.;Only one bomber or attacker can be in the air at the same time, therefore, flyout in a bomber or attacker may be unavailable even if you have accumulated enough points for it.;nice;;;
controls/help/streaks_you_still_have_a_fighter;However, in this case you can join your ally's flyout in a fighter before the countdown to the start has completed.;However, in this case you can join your ally's flyout in a fighter before the countdown to the start has completed.;nice;;;
controls/help/streaks_you_are_not_alone;"Here you can see how many allies take part in the flyout; the number of participants is limited.";"Here you can see how many allies take part in the flyout; the number of participants is limited.";nice;;;
controls/help/streaks_how_the_points_work;The points received for destroying enemy vehicles are spent on each flyout.;The points received for destroying enemy vehicles are spent on each flyout.;nice;;;
controls/help/streaks_time_limit;Flyout time is limited, and the time left is indicated in the bottom left corner of the screen.;Flyout time is limited, and the time left is indicated in the bottom left corner of the screen.;nice;;;
controls/help/streaks_what_happens_with_your_tank;When you start or join a flyout, your vehicle stays in the place where you left it and can be destroyed. If the vehicle remains undamaged by the end of the flyout, you will be returned to it.;When you start or join a flyout, your vehicle stays in the place where you left it and can be destroyed. If the vehicle remains undamaged by the end of the flyout, you will be returned to it.;nice;;;
controls/help/hints/event_can_join_ally;Press to defend an allied plane (%username%), 3 s;Press to defend an allied plane (%username%), 3 s;nice;;;
controls/help/ship_simpleControls;Controls for Naval;Controls for Naval;nice;;;
controls/help/keyboardShip;Keyboard (naval);Keyboard (naval);nice;;;
controls/help/ship/crew_state;Your naval vessel crew state;Your naval vessel crew state;nice;;;
controls/help/ship/backward;Reverse;Reverse;same;;;
controls/help/ship/cursor_control;Pointer sets the direction of fire for gunners;Pointer sets the direction of fire for gunners;nice;;;
controls/help/ship/firing;Firing;Firing;same;;;
controls/help/ship/guide_splash_marker;In 3rd person view guide your splash marker with this circle;In 3rd person view guide your splash marker with this circle;nice;;;
controls/help/ship/aiming;Aiming;Aiming;same;;;
controls/help/ship/shells_splash_area;Shell splash area is marked with a green circle marker at the water surface.;Shell splash area is marked with a green circle marker at the water surface.;nice;;;
controls/help/ship/binocular_sight;Point at the target with the binocular sight and wait until the green splash marker aims at it. Note that the speed of splash marker depends on your weapon's guidance speed.;Point at the target with the binocular sight and wait untill the green splash marker aims at it. Note that the speed of splash marker depends on your weapon's guidance speed.;nice;;;
controls/help/ship/manual-targeting-short;Manual targeting;Manual targeting;nice;;;
controls/help/ship/manual-targeting-primary;Primary caliber;Primary caliber;nice;;;
controls/help/ship/manual-targeting-secondary;Auxiliary caliber;Auxiliary caliber;nice;;;
controls/help/ship/manual-targeting-anti-aircraft;Anti-aircraft caliber;Anti-aircraft caliber;nice;;;
controls/help/ship/weapon_is_active;The weapon is active in the zone where it is aimed and can fire;The weapon is active in the zone where it is aimed and can fire;nice;;;
controls/help/ship/weapon_is_not_active;The weapon is not active in this zone;The weapon is not active in this zone;nice;;;
controls/help/ship/weapon_is_destroyed;The weapons has been destroyed;The weapons has been destroyed;nice;;;
controls/help/ship/weapon_reload_time;The weapon reload time shows inside the marker;The weapon reload time shows inside the marker;nice;;;
controls/help/ship/weapon_markers;Weapon markers;Weapon markers;nice;;;
controls/help/ship/weapon_markers/white;The weapon is marked with a white marker if it is active in the zone into which it is aimed and can fire.;The weapon is marked with a white marker if it is active in the zone into which it is aimed and can fire.;nice;;;
controls/help/ship/weapon_markers/gray;The weapon is marked with a gray marker if it is not active in this zone.;The weapon is marked with a gray marker if it is not active in this zone.;nice;;;
controls/help/ship/ranging/binoculars;Binoculars assist in firing at remote targets;Binoculars assist in firing at remote targets;nice;;;
controls/help/ship/ranging/lock_target;Lock the target and start shooting at it. In Arcade Battles, aim directly at the ship without leading.;Lock the target and start shooting at it. In Arcade Battles, aim directly at the ship without leading.;nice;;;
controls/help/ship/ranging/distance_obtained;In Realistic Battles, wait until the lead marker appears and aim at it.;In Realistic Battles, wait until the lead marker appears and aim at it.;nice;;;
controls/help/ship/torpedo/trail_colors;Launched torpedoes have markers. Allied torpedo markers are Blue, enemy torpedo markers are Red.;Launched torpedoes have markers. Allied torpedo markers are Blue, enemy torpedo markers are Red.;nice;;;
controls/help/ship/torpedo/sight;Torpedo aiming is displayed only for one torpedo tube at a time and allows you to launch only one torpedo corresponding to it.;Torpedo aiming is displayed only for one torpedo tube at a time and allows you to launch only one torpedo corresponding to it.;nice;;;
controls/help/ship/torpedo/projection;The projection of the sight, showing how much you need to turn the boat for a torpedo to hit the target.;The projection of the sight, showing how much you need to turn the boat for a torpedo to hit the target.;nice;;;
controls/help/ship/manual_shooting;You can take manual control of weapons, grouped by caliber:;You can take manual control of weapons, grouped by calibre:;nice;;;
controls/help/ship/manual_targeting;You can also give instructions to weapons of a particular caliber to attack a selected target. The target is marked with an icon over the selected enemy vehicle.;You can also give instructions to weapons of a particular calibre to attack a selected target. The target is marked with an icon over the selected enemy vehicle.;nice;;;
controls/help/ship/automatic_shooting;You can also give the gunners of auxiliary and anti-aircraft calibers the order to choose their targets automatically.;You can also give the gunners of auxiliary and anti-aircraft calibres the order to choose their targets automatically.;nice;;;
controls/help/ship_torpedo_control;Torpedo launch;Тorpedo launch;nice;;;
controls/help/ship_torpedo_trajectory;Released torpedoes go straight;Released torpedoes go straight;nice;;;
controls/help/ship_torpedo_hint;To hit a moving target, fire torpedoes ahead of the target;To hit a moving target, fire torpedoes ahead of the target;nice;;;
controls/help/ship_rocket_control;Missile launch;Missile launch;nice;;;
controls/help/ship_bombs_control;Drop depth charges or mines;Drop depth charges or mines;nice;;;
controls/help/ship_bombs_info;Depth charges fall where they were thrown and explode on a timer (set on the setup screen);Depth charges fall where they were thrown and explode on a timer (set on the setup screen);nice;;;
controls/help/helicopter/movenent_hud_indicators;"Main rotor RPM <color=@badTextColor>(red - can't take off)</color>
Main rotor collective pitch
Hover mode
Helicopter speed";"Main rotor RPM <color=@badTextColor>(red - can't take off)</color>
Main rotor collective pitch
Hover mode
Helicopter speed";nice;;;
controls/help/helicopter/ammo_hud_indicators;"Cannon ammo
Secondary cannon ammo
Bomb count
Rocket count
Missile count
Rate of fire";"Cannon ammo
Secondary cannon ammo
Bomb count
Rocket count
Missile count
Rate of fire";nice;;;
controls/help/helicopter/fire_controls;Fire from guns and cannons (small-caliber guns, large-caliber guns, additional guns);Fire from guns and cannons (small-caliber guns, large-caliber guns, additional guns);nice;;;
controls/help/attitude_indicator;Attitude Indicator;Attitude Indicator;nice;;;
controls/help/altimeter;Altimeter;Altimeter;same;;;
controls/help/vertical_speed;Vertical Speed;Vertical Speed;nice;;;
controls/help/cannon_aim_marker;Cannon Aim;Cannon Aim;nice;;;
controls/help/secondary_cannons_aim_marker;Secondary Cannons Aim;Secondary Cannons Aim;nice;;;
controls/help/missile_aim_marker;Missile Aim;Missile Aim;nice;;;
controls/help/gun_and_missiles_aim_marker;Guns and Missiles Aim;Guns and Missiles Aim;nice;;;
controls/help/rocket_aim_marker;Rocket Aim;Rocket Aim;nice;;;
controls/help/velocity_vector_marker;Velocity Vector;Velocity Vector;nice;;;
controls/help/movement_direction_control;Movement direction control;Movement direction control;nice;;;
controls/help/submarine/depth_current;Current depth;Current depth;nice;;;
controls/help/submarine/depht_selected;Selected depth;Selected depth;nice;;;
controls/help/submarine/depth_change;Dive indicator;Dive indicator;nice;;;
controls/help/submarine/detected_target;Target detected with detection method used.;Target detected with detection method used.;nice;;;
controls/help/submarine/torpedo_camera;After torpedo launch, the camera view will switch to the torpedo for remote guidance;After torpedo launch, the camera view will switch to the torpedo for remote guidance;nice;;;
controls/help/submarine/torpedo_movement_control;Torpedo movement control in remote guidance mode;Torpedo movement control in remote guidance mode;nice;;;
controls/help/submarine/torpedo_remaining_distance;Distance the torpedo can pass with the current fuel supply;Distance the torpedo can pass with the current fuel supply;nice;;;
controls/help/submarine/torpedo_control_mode;Torpedo control mode (Remote guidance / Self-homing);Torpedo control mode (Remote guidance / Self-homing);nice;;;
controls/help/submarine/torpedo_sonar_mode;Torpedo sonar mode. Active sonar unmasks the torpedo.;Torpedo sonar mode. Active sonar unmasks the torpedo.;nice;;;
controls/help/submarine/sonar_passive;Displays only the terrain. For targets detected by passive sonar, only the direction is known.;Displays only the terrain. For targets detected by passive sonar, only the direction is known.;nice;;;
controls/help/submarine/sonar_passive/detected;Direction to the target detected by passive sonar;Direction to the target detected by passive sonar;nice;;;
controls/help/submarine/sonar_passive/zone;Audibility zone in which the submarine can be detected by an enemy.;Audibility zone in which the submarine can be detected by an enemy.;nice;;;
controls/help/submarine/sonar_active;Detects and displays targets in a large radius. But sonar in active mode unmasks the submarine.;Detects and displays targets in a large radius. But sonar in active mode unmasks the submarine.;nice;;;
controls/help/submarine/sonar_active/detected;Target detected by active sonar;Target detected by active sonar;nice;;;
controls/help/submarine/sonar_active/zone;Zone in which the submarine can be detected by an enemy with active sonar. Also the zone of visibility of active sonar.;Zone in which the submarine can be detected by an enemy with active sonar. Also the zone of visibility of active sonar.;nice;;;
controls/help/submarine/acoustic_contermeasures_zone;Acoustic countermeasures zone in which the submarine is invisible to the enemies.;Acoustic contermeasures zone in which the submarine is invisible to the enemies.;trim;;;
controls/help/submarine/emergency_surfacing;Emergency surfacing allows for a faster ascent but results in loss of control until resurfacing is complete.;Emergency surfacing allows for a faster ascent but results in loss of control until resurfacing is complete.;nice;;;
controls/help/submarine/launching_torpedos_depth;Launching torpedoes and laying mines are only available at a depth of up to 20m;Launching torpedoes and laying mines are only available at a depth of up to 20m;nice;;;
controls/help/submarine/torpedo_firing_calc;To calculate torpedo firing, locate the target through the periscope and lock onto it.;To calculate torpedo firing, locate the target through the periscope and lock onto it.;nice;;;
controls/help/submarine/wait_calc;Wait for the calculations to complete.;Wait for the calculations to complete.;nice;;;
controls/help/submarine/wait_firing_calc;Wait for the firing calculation to finish.;Wait for the firing calculation to finish.;nice;;;
controls/help/submarine/align_bearing;Align the specified bearing with the bearing on the scale at the top of the screen or use a standard torpedo sight beam;Align the specified bearing with the bearing on the scale at the top of the screen or use a standard torpedo sight beam;nice;;;
controls/help/submarine/approach_distance;"Approach the desired distance: if the distance exceeds the maximum, the indicator will be red; with a yellow indicator, you can fire, but with a higher chance of missing; green indication shows the best firing distance.";"Approach the desired distance: if the distance exceeds the maximum, the indicator will be red; with a yellow indicator, you can fire, but with a higher chance of missing; green indication shows the best firing distance.";nice;;;
controls/help/submarine/periscope_usage_depth;The periscope can only be used at a periscope depth of {meters} {meters=meter/meters}.;The periscope can only be used at a periscope depth of {meters} {meters=meter/meters}.;nice;;;
