Column1;Column2;Column3;Column4;Column5;Column6;Column7
actionBarItem/special_unit_helicopter_mguns;Gun only helicopter flyout;Helicopter with machine guns or cannons flyout;nice;;;
actionBarItem/winch;Winch;Winch;same;;;
actionBarItem/winch_detach;Detach winch;Detach winch;same;;;
actionBarItem/winch_attach;Attach winch;Attach winch;same;;;
actionBarItem/toolkit;Toolkit;Toolkit;same;;;
actionBarItem/medicalkit;Crew Replenishment;Crew Replenishment;same;;;
actionBarItem/depth_charge;Depth Charges;Depth Charges;same;;;
actionBarItem/mortar;Mortar;Mortar;same;;;
actionBarItem/rocket;Rockets;Rockets;same;;;
actionBarItem/torpedo;Torpedoes;Torpedoes;same;;;
actionBarItem/smoke_screen;Smoke screen;Smoke screen;same;;;
actionBarItem/acoustic_countermeasure;Acoustic countermeasures;Acoustic сountermeasures;nice;;;
actionBarItem/scout_active;Active scouting;Active scouting;same;;;
actionBarItem/sonar_active;Active sonar;Active sonar;same;;;
actionBarItem/torpedo_sensor;Torpedo active sonar;Torpedo active sonar;same;;;
actionBarItem/ship_current_trigger_group;Selected weapon group;Selected weapon group;same;;;
actionBarItem/torpedo_sight;Torpedo aiming;Torpedo aiming;same;;;
actionBarItem/hull_aiming;Hull aiming;Hull aiming;same;;;
actionBarItem/speed_booster;Speed booster;Speed booster;same;;;
actionBar/action/automatic;Automatic action;Automatic action;same;;;
actionBar/action/automatic/abbr;A;A;same;;;
actionBarItem/weapon_lead;Missile leading mode: {mode};Missile leading mode: {mode};same;;;
actionBarItem/slave_unit_status;Launcher;Launcher;same;;;
actionBarItem/slave_unit_spawn;Deploy launcher;Deploy launcher;same;;;
actionBarItem/slave_unit_switch;Switch between the radar and launcher vehicles;Switch between the radar and launcher vehicles;same;;;
actionBarItem/anti_air_complex_menu;Full-screen control of the radar and firing of the anti-aircraft systems;Full-screen control of the radar and firing of the anti-aircraft systems;same;;;
guidance_method/los;LOS;LOS;same;;;
guidance_method/lead;Lead;Lead;same;;;
guidance_method/auto;Auto;Auto;same;;;
guidance_method/ir;IR;IR;same;;;
guidance_method/tv;CCTV;CCD;trim;;;
actionBarItem/ai_gunners;Toggle gunner targets;Toggle gunner targets;same;;;
actionBarItem/stealth_activate;Camouflage system;Сamouflage system;nice;;;
actionBarItem/support_plane;UAV Launch;UAV Launch;same;;;
actionBarItem/support_plane_ship;Surveillance aircraft: catapult / launch;Surveillance aircraft: catapult activation / launch;nice;;;
actionBarItem/switch_to_ship;Switch to ship;Switch to ship;same;;;
actionBarItem/switch_to_tank;Switch to tank;Switch to tank;same;;;
actionBarItem/auto_turret;Toggle autoturret targets;Toggle autoturret targets;same;;;
actionBarItem/guidance_mode;Guidance mode: {mode};Guidance mode: {mode};same;;;
actionBarItem/weapon_lock;Target lock;Target lock;same;;;
actionBarItem/tank_terraform;Entrenching;Entrenching;same;;;
actionBarItem/sight_stabilization;Sight stabilization;Sight stabilization;same;;;
actionBarItem/night_vision;Night vision device;Night vision device;same;;;
actionBarItem/support_plane_orbiting;Flying in orbit;Flying in orbit;same;;;
actionBarItem/support_plane_group_return;Return;Return;same;;;
actionBarItem/ugv;UGV deploy;UGV deploy;same;;;
actionBarItem/mine_detonation;Mine detonation;Mine detonation;same;;;
actionBarItem/unlimited_control;Switch control to other vehicle;Switch control to other vehicle;same;;;
actionBarItem/building;Build objects;Building of objects;nice;;;
actionBarItem/multi_functional_menu;Multi-function Menu;Multi-function Menu;same;;;
hitcamera/result/ricochet;Ricochet;Ricochet;same;;;
hitcamera/result/bounce;Non-penetration;Non-penetration;same;;;
hitcamera/result/hit;Hit;Hit;same;;;
hitcamera/result/damage;Damage;Damage;same;;;
hitcamera/result/burn;Fire;Fire;same;;;
hitcamera/result/critical;Critical Hit;Critical Hit;same;;;
hitcamera/result/kill;Destroyed;Destroyed;same;;;
hitcamera/result/hull;Hull break;Hull break;same;;;
hitcamera/result/ammo;Ammunition exploded;Ammunition exploded;same;;;
hitcamera/result/fuel;Fuel exploded;Fuel exploded;same;;;
hitcamera/result/crew;Crew knocked out;Crew knocked out;same;;;
hitcamera/result/torpedo;Torpedo;Torpedo;same;;;
hitcamera/result/fuse;Fuze not armed;Fuze not armed;same;;;
hitcamera/result/miss;Miss;Miss;same;;;
hitcamera/result/undershoot;Undershoot;Undershoot;same;;;
hitcamera/result/breaking;Shell shattered;Shell shattered;same;;;
hitcamera/result/invulnerable;Temporarily invulnerable;Temporarily invulnerable;same;;;
recentItems/otherItems;All inactive items;All inactive items;same;;;
recentItems/useItem;"Are you sure you want to use item
{itemName} ?";"Are you sure you want to use item
{itemName} ?";same;;;
crewSkillParameter/hearingDistance;Absolute Detection;Absolute Detection;same;;;
crewSkillParameter/tankVisionDistance;Movement-Line Detection**;Movement-Line Detection**;same;;;
crewSkillParameter/viewVisionDistance;Line-of-Sight Detection*;Line-of-Sight Detection*;same;;;
crewSkillParameter/hearingSpottingDistance;Absolute Identification;Absolute Identification;same;;;
crewSkillParameter/tankVisionSpottingDistance;Movement-Line Identification;Movement-Line Identification;same;;;
crewSkillParameter/viewVisionSpottingDistance;Line-of-Sight Identification*;Line-of-Sight Identification*;same;;;
crewSkillParameter/crewTankHearingDistance;Absolute Detection;Absolute Detection;same;;;
crewSkillParameter/tankSpottingDistance;Movement-Line Detection;Movement-Line Detection;same;;;
crewSkillParameter/crewTankViewCamSpottingDistance;Line-of-Sight Detection Range;Line-of-Sight Detection Range;same;;;
crewSkillParameter/viewToAircraftSpottingDistance;Aircraft Detection*;Aircraft Detection*;same;;;
crewSkillParameter/viewToSunSpottingDistance;Detection Range Against the Sun;Detection Range Against the Sun;same;;;
crewSkillParameter/viewBelowHorizonSpottingDistance;Look-Down Detection Range;Look-Down Detection Range;same;;;
crewSkillParameter/viewSpottingDistance;Line-of-Sight Detection Range;Line-of-Sight Detection Range;same;;;
crewSkillParameter/instantSpottingDistance;Instantaneous Detection Range;Instantaneous Detection Range;same;;;
crewSkillParameter/timeToDetect;Detection Time;Detection Time;same;;;
crewSkillParameter/viewAirRocketSpottingTime;Air-to-Air Missile Launch Detection Delay;Air-to-Air Missile Launch Detection Delay;same;;;
crewSkillParameter/viewAirRocketSpottingDistance;Air-to-Air Missile Launch Detection Range;Air-to-Air Missile Launch Detection Range;same;;;
crewSkillParameter/hearingInstantSpottingDistance;Instantaneous All-Round Detection Range;Instantaneous All-Round Detection Range;same;;;
crewSkillParameter/blackoutGForce;Peak G;Peak G;same;;;
crewSkillParameter/redoutGForce;Peak Negative-G;Peak Negative-G;same;;;
crewSkillParameter/staminaRestoreTime;Stamina Return Time;Stamina Return Time;same;;;
crewSkillParameter/staminaPositiveSpendTime;Time until Stamina Loss;Time until Stamina Loss;same;;;
crewSkillParameter/staminaNegativeSpendTime;Time until Stamina Loss at Negative-G;Time until Stamina Loss at Negative-G;same;;;
crewSkillParameter/gunnerOpenFireDistance;Firing Range;Firing Range;same;;;
crewSkillParameter/gunnerStartTrackingDistance;Target Tracking Range;Target Tracking Range;same;;;
crewSkillParameter/gunnerOpenFireWhileTrackingProbability;Simultaneous Firing and Target Tracking Probability;Simultaneous Firing and Target Tracking Probability;same;;;
crewSkillParameter/gunnerRotationSpeed;Targeting Speed;Targeting Speed;same;;;
crewSkillParameter/gunnerBurstMaxDurationSeconds;Maximum Burst Duration;Maximum Burst Duration;same;;;
crewSkillParameter/gunnerBulletDeviation;Fire Scattering;Fire Scattering;same;;;
crewSkillParameter/hangarRepairSpeed;In-Hangar Repair Speed;In-Hangar Repair Speed;same;;;
crewSkillParameter/hangarRepairTime;In-Hangar Repair Time;In-Hangar Repair Time;same;;;
crewSkillParameter/airfieldMinRepairTime;Minimum On-Airfield Repair Time;Minimum On-Airfield Repair Time;same;;;
crewSkillParameter/airfieldReloadTime;On-Airfield Reload Time;On-Airfield Reload Time;same;;;
crewSkillParameter/airGunReloadSpeed;Gun In-Air Reload Speed;Gun In-Air Reload Speed;same;;;
crewSkillParameter/airCannonReloadSpeed;Cannon In-Air Reload Speed;Cannon In-Air Reload Speed;same;;;
crewSkillParameter/airAdditionalGunsReloadSpeed;Secondary Armament In-Air Reload Speed;Secondary Armament In-Air Reload Speed;same;;;
crewSkillParameter/airBombsReloadSpeed;Bomb In-Air Reload Speed;Bomb In-Air Reload Speed;same;;;
crewSkillParameter/airRocketsReloadSpeed;Rocket In-Air Reload Speed;Rocket In-Air Reload Speed;same;;;
crewSkillParameter/airAgmReloadSpeed;AGM In-Air Reload Speed;AGM In-Air Reload Speed;same;;;
crewSkillParameter/airTorpedoesReloadSpeed;Torpedo In-Air Reload Speed;Torpedo In-Air Reload Speed;same;;;
crewSkillParameter/airGunnersReloadSpeed;Gunner In-Air Reload Speed;Gunner In-Air Reload Speed;same;;;
crewSkillParameter/airGunReloadTime;Gun In-Air Reload Time;Gun In-Air Reload Time;same;;;
crewSkillParameter/airCannonReloadTime;Cannon In-Air Reload Time;Cannon In-Air Reload Time;same;;;
crewSkillParameter/airAdditionalGunsReloadTime;Secondary Armament In-Air Reload Time;Secondary Armament In-Air Reload Time;same;;;
crewSkillParameter/airBombsReloadTime;Bomb In-Air Reload Time;Bomb In-Air Reload Time;same;;;
crewSkillParameter/airGuidedBombsReloadTime;Guided Bomb In-Air Reload Time;Guided Bomb In-Air Reload Time;same;;;
crewSkillParameter/airRocketsReloadTime;Rocket In-Air Reload Time;Rocket In-Air Reload Time;same;;;
crewSkillParameter/airAgmReloadTime;AGM In-Air Reload Time;AGM In-Air Reload Time;same;;;
crewSkillParameter/airAamReloadTime;AAM In-Air Reload Time;AAM In-Air Reload Time;same;;;
crewSkillParameter/airTorpedoesReloadTime;Torpedo In-Air Reload Time;Torpedo In-Air Reload Time;same;;;
crewSkillParameter/airGunnersReloadTime;Gunner In-Air Reload Time;Gunner In-Air Reload Time;same;;;
crewSkillParameter/groundServiceRepairRank;Repair Rank;Repair Rank;same;;;
crewSkillParameter/groundServiceWeaponJamProbability;Overheated Weapon Jamming Probability;Overheated Weapon Jamming Probability;same;;;
crewSkillParameter/groundServiceBombScatterDist1000;Bomb Scattering at 1000 m;Bomb Scattering at 1000 m;same;;;
crewSkillParameter/groundServiceRocketScatterDist100;Rocket Scattering at 100 m;Rocket Scattering at 100 m;same;;;
crewSkillParameter/groundServiceTorpedoScatterDist1000;Torpedo Scattering at 1000 m;Torpedo Scattering at 1000 m;same;;;
crewSkillParameter/vitality;Vitality;Vitality;same;;;
crewSkillParameter/radioDistance;Target Reception Range;Target Reception Range;same;;;
crewSkillParameter/artilleryDispersion;Artillery Support Scattering;Artillery Support Scattering;same;;;
crewSkillParameter/artilleryTimeToFirstShot;Artillery Support Calling Time;Artillery Support Calling Time;same;;;
crewSkillParameter/tankLoderReloadingTime;Primary Weapon Reload Time;Primary Weapon Reload Time;same;;;
crewSkillParameter/tankDriverBrakesTime;Braking Time;Braking Time;same;;;
crewSkillParameter/tankDriverGearChangeTime;Gear Shifting Time;Gear Shifting Time;same;;;
crewSkillParameter/tankGunnerTargetingQuality;Targeting Quality;Targeting Quality;same;;;
crewSkillParameter/turnTurretSpeed;Azimuth traverse speed;Horizontal Guidance Speed;nice;;;
crewSkillParameter/turnTurretSpeedPitch;Elevation traverse Speed;Vertical Guidance Speed;trim;;;
crewSkillParameter/turnTurretSpeed/title;Guidance Speed:;Guidance Speed:;same;;;
crewSkillParameter/turnTurretSpeedPitch/short;Vert.: ;Vert.: ;same;;;
crewSkillParameter/turnTurretSpeed/short;Hor.: ;Hor.: ;same;;;
crewSkillParameter/crewMemberChangeTime;Crew Member Replacement Time;Crew Member Replacement Time;same;;;
crewSkillParameter/fieldRepairSpeedMultiplier;Field Repair Speed;Field Repair Speed;same;;;
crewSkillParameter/commanderLeadershipDriving;Tank Driving;Tank Driving;same;;;
crewSkillParameter/commanderLeadershipTracking;Targeting;Targeting;same;;;
crewSkillParameter/commanderLeadershipDistanceEstimation;Rangefinding;Rangefinding;same;;;
crewSkillParameter/commanderLeadershipLoadingTimeMult;Weapon Reloading;Weapon Reloading;same;;;
crewSkillParameter/commanderLeadershipArtilleryDispersion;Artillery Targeting Accuracy;Artillery Targeting Accuracy;same;;;
crewSkillParameter/commanderLeadershipArtilleryRateOfFire;Artillery Strike Calling Time;Artillery Strike Calling Time;same;;;
crewSkillParameter/commanderLeadershipRadioDistance;Radio Communication;Radio Communication;same;;;
crewSkillParameter/commanderLeadershipFieldRepair;Field Repair;Field Repair;same;;;
crewSkillParameter/commanderLeadershipAgility;Agility;Agility;same;;;
mainmenu/unitRentTimeleft;Unit test drive expires in;Unit test drive expires in;same;;;
mainmenu/selectCrew/haveMoreQualified;You have more qualified crew for this vehicle.;You have more qualified crew for this vehicle.;same;;;
mainmenu/selectCrew/haveMoreQualified/tooltip;You have more qualified crew for this vehicle.;You have more qualified crew for this vehicle.;same;;;
mainmenu/selectCrew/qualificationLegend;For each crew, the level and qualification for the {unitName} is shown.;For each crew, the level and qualification for the {unitName} is shown.;same;;;
mainmenu/legend;Legend;Legend;same;;;
crewSkillParameter/fieldRepairTankFullRepairTime;The maximum possible time to repair the tank;The maximum possible time to repair the tank;same;;;
crewSkillParameterTable/descriptionLabel;Parameter;Parameter;same;;;
crewSkillParameterTable/currentValueText;Total;Total;same;;;
crewSkillParameterTable/baseValueText;Base;Base;same;;;
crewSkillParameterTable/diffValueText;Difference;Difference;same;;;
crewSkillParameterTable/maxValueText;Top;Top;same;;;
crewSkillParameter/legend/skills;Effect of skills;Effect of skills;same;;;
crewSkillParameter/legend/specialization;Effect of qualification;Effect of qualification;same;;;
crewSkillParameter/legend/leadership;Effect of leadership;Effect of leadership;same;;;
crewSkillParameter/legend/gunners;Effect of Experienced Gunners number.;Effect of Experienced Gunners number.;same;;;
crew/qualification/expUpgradeLabel;Crew experience with selected vehicle;Crew experience with selected vehicle;same;;;
crew/qualification/expUpgradeMarkerCaption;{romanNumeral} ({expAmount}) – Price drops to {trainCost}.;{romanNumeral} ({expAmount}) – Price drops to {trainCost}.;same;;;
crew/qualification/expUpgradeFullUpgrade;{romanNumeral} ({expAmount}) – Getting {specName} qualification for free.;{romanNumeral} ({expAmount}) – Getting {specName} qualification for free.;same;;;
crew/qualification/nextSpec;Next qualification;Next qualification;same;;;
crew/qualification/specDescriptionMain;The {specName} qualification can be purchased for {trainCost}{descPart};The {specName} qualification can be purchased for {trainCost}{descPart};same;;;
crew/qualification/specDescriptionPart; or obtained for free when the crew gets {expAmount} with the current vehicle.; or obtained for free when the crew gets {expAmount} with the current vehicle.;same;;;
crew/qualification/specAvailableToPurchase;Upgrade to {specName} ({trainCost}).;Upgrade to {specName} ({trainCost}).;same;;;
crew/qualification/earnResearchPoints;Earn research points {rpIcon} on this vehicle with this crew to lower the cost of qualification {specName}:;Earn research points {rpIcon} on this vehicle with this crew to lower the cost of qualification {specName}:;same;;;
crewSkillParameter/tankDriverMaxForwardSpeed;Maximum speed;Maximum speed;same;;;
crewSkillParameter/tankDriverMaxBackSpeed;Maximum back run speed.;Maximum back run speed.;same;;;
